Timestamp UNIX Id State
2.48 1760315274083 7 1
2.48 1760315274083 8 1
2.5 1760315274103 2 1
2.5 1760315274103 3 1
2.5 1760315274103 4 1
2.5 1760315274103 5 1
2.5 1760315274103 6 1
2.5 1760315274103 7 1
2.5 1760315274103 8 1
2.52 1760315274123 2 1
2.52 1760315274123 3 1
2.52 1760315274123 4 1
2.52 1760315274123 5 1
2.52 1760315274123 6 1
2.52 1760315274123 7 1
2.52 1760315274123 8 1
2.54 1760315274143 2 0
2.54 1760315274143 3 1
2.54 1760315274143 4 1
2.54 1760315274143 5 1
2.54 1760315274143 6 1
2.54 1760315274143 7 1
2.54 1760315274143 8 1
2.56 1760315274163 2 1
2.56 1760315274163 3 1
2.56 1760315274163 4 1
2.56 1760315274163 5 1
2.56 1760315274163 6 1
2.56 1760315274163 7 1
2.56 1760315274163 8 1
2.58 1760315274183 2 1
2.58 1760315274183 3 1
2.58 1760315274183 4 1
2.58 1760315274183 5 1
2.58 1760315274183 6 1
2.58 1760315274183 7 1
2.58 1760315274183 8 1
2.6 1760315274203 2 0
2.6 1760315274203 3 0
2.6 1760315274203 4 1
2.6 1760315274203 5 1
2.6 1760315274203 6 1
2.6 1760315274203 7 1
2.6 1760315274203 8 1
2.62 1760315274223 2 1
2.62 1760315274223 3 1
2.62 1760315274223 4 1
2.62 1760315274223 5 1
2.62 1760315274223 6 1
2.62 1760315274223 7 1
2.62 1760315274223 8 1
2.64 1760315274243 2 1
2.64 1760315274243 3 1
2.64 1760315274243 4 1
2.64 1760315274243 5 1
2.64 1760315274243 6 1
2.64 1760315274243 7 1
2.64 1760315274243 8 1
2.66 1760315274263 2 1
2.66 1760315274263 3 1
2.66 1760315274263 4 1
2.66 1760315274263 5 1
2.66 1760315274263 6 1
2.66 1760315274263 7 1
2.66 1760315274263 8 1
2.68 1760315274283 2 1
2.68 1760315274283 3 1
2.68 1760315274283 4 1
2.68 1760315274283 5 1
2.68 1760315274283 6 1
2.68 1760315274283 7 1
2.68 1760315274283 8 1
2.7 1760315274303 2 1
2.7 1760315274303 3 1
2.7 1760315274303 4 1
2.7 1760315274303 5 1
2.7 1760315274303 6 1
2.7 1760315274303 7 1
2.7 1760315274303 8 1
2.72 1760315274323 2 1
2.72 1760315274323 3 1
2.72 1760315274323 4 1
2.72 1760315274323 5 1
2.72 1760315274323 6 1
2.72 1760315274323 7 1
2.72 1760315274323 8 0
2.74 1760315274343 2 1
2.74 1760315274343 3 1
2.74 1760315274343 4 1
2.74 1760315274343 5 1
2.74 1760315274343 6 1
2.74 1760315274343 7 1
2.74 1760315274343 8 1
2.76 1760315274363 2 1
2.76 1760315274363 3 1
2.76 1760315274363 4 1
2.76 1760315274363 5 1
2.76 1760315274363 6 1
2.76 1760315274363 7 1
2.76 1760315274363 8 1
2.78 1760315274383 2 1
2.78 1760315274383 3 1
2.78 1760315274383 4 1
2.78 1760315274383 5 1
2.78 1760315274383 6 1
2.78 1760315274383 7 1
2.78 1760315274383 8 1
2.8 1760315274403 2 1
2.8 1760315274403 3 1
2.8 1760315274403 4 1
2.8 1760315274403 5 1
2.8 1760315274403 6 1
2.8 1760315274403 7 1
2.8 1760315274403 8 1
2.82 1760315274423 2 1
2.82 1760315274423 3 1
2.82 1760315274423 4 1
2.82 1760315274423 5 1
2.82 1760315274423 6 1
2.82 1760315274423 7 1
2.82 1760315274423 8 1
2.84 1760315274443 2 1
2.84 1760315274443 3 1
